code,name
1392,UBS英国株
1672,E-ETFS
1388,UBS欧州通貨圏小型
1387,UBS欧州通貨圏株
2872,セイヒョー
1649,ダイワ金融
3415,M-STUDIOUS
8150,三信電気
4222,児玉化
6086,M-シンプロメンテ
5726,大阪チタ
8739,J-スパークス G
9787,イオンディライ
3094,J-スーパーV
8170,アデランス
4531,有機薬
7997,くろがね工作所
6882,三社電機製作所
2692,伊藤忠食
7420,佐鳥電機
6095,M-メドピア
4555,沢井薬
9087,J-タカセ
9073,J-京極運輸
4760,J-アルファ
4022,ラサ工
3943,大石産
3669,モバクリ
6755,富士通ゼ
2389,オプトホールディング
7465,J-MV北海道
2931,ユーグレナ
3624,M-アクセルM
3930,M-はてな
1377,サカタのタネ
1390,UBSアジア太平洋株
3627,ネオス
1580,225インバース
6787,J-メイコー
3606,レナウン
7836,J-アビックス
9641,J-サコス
3236,J-プロパスト
8208,J-エンチョー
8508,Jトラスト
6087,アビスト
9889,JBCC HD
2290,米久
2124,JAC
3141,ウエルシアHD
2791,大黒天
6881,キョウデン
3439,J-三ツ知
7434,J-オータケ
3915,M-テラスカイ
1323,南ア40連動投信
4922,コーセー
6941,山一電機
8904,サンヨーナゴヤ
8374,三重銀
6814,古野電気
2048,高配株$ヘッジETN
7298,J-八千代工
1881,NIPPO
4712,J-アドアーズ
7014,名村造船
3384,アークコア
4356,J-応用技術
8137,サンワテクノス
5938,LIXIL G
4971,メック
1946,トーエネック
3941,レンゴー
3907,M-シリコンスタジオ
3823,M-アクロデア
2058,ヒガシマル
3191,ジョイフル本田
3892,J-岡山製紙
4973,高純度化
4564,M-OTS
3057,ゼットン
2493,J-イーサポート
9505,北陸電力
4793,J-BSC
1384,ホクリヨウ
4765,J-モーニングスター
7515,マルヨシセンター
6508,明電舎
6172,M-メタップス
7837,J-アールシーコア
3260,エスポア
7608,SKジャパン
7903,名木材
6985,ユーシン
4777,J-ガーラ
7821,前田工繊
4645,J-市進HD
6840,J-AKIBA
4348,J-インフォコム
6075,M-フォトクリ
7435,J-ナ・デックス
8046,丸藤パイル
1679,NYダウ
7570,橋本総業HD
4951,エステー
5821,平河ヒューテ
3711,J-創通
1407,J-ウエストHD
6641,日新電
8699,J-澤田HD
3292,R-イオンリート
8249,テクノアソシエ
1344,MXSコア30
2325,NJS
8135,ゼット
6027,M-弁護士ドットコム
5991,ニッパツ
4558,J-中京医薬
6319,シンニッタン
6832,アオイ電子
7422,J-東邦レマック
1650,ダイワ不動
6845,アズビル
7963,J-興研
1647,ダイワ小売
6025,C-日本PCサービス
1646,ダイワ商社
6503,三菱電
1644,ダイワ電力
3925,M-DS
6049,M-イトクロ
1640,ダイワ鉄鋼
2326,デジアーツ
7951,ヤマハ
5461,中部鋼鈑
4551,鳥居薬
1634,ダイワ食品
5607,中央可鍛
1465,大和J400ベア
8766,東京海上
7412,アトム
6625,J-JALCO HD
8622,水戸証
6186,一蔵
3678,M-メディアドゥ
7594,マルカキカイ
3670,J-協立情報通信
8953,R-リテールファ
7826,J-フルヤ金属
8909,J-シノケンG
2930,北の達人
9824,泉州電業
8908,J-毎コムネット
7818,トランザクション
4004,昭電工
3464,J-プロパティA
9409,テレビ朝日HD
6373,大同工
1587,iS米国超大型株
4404,ミヨシ油脂
6928,J-エノモト
6501,日立
6432,竹内製作所
7404,昭和飛
8986,R-日賃貸
5632,三菱製鋼
3719,J-ジェクシード
5967,TONE
6173,M-アクアライン
2479,J-ジェイテック
6908,J-イリソ電子
2158,M-UBIC
1347,上場グリチ
8585,オリコ
5993,知多鋼
7018,内海造
7983,ミロク
4665,ダスキン
3271,グロバル社
8685,AIG
3630,電算システム
2455,名学館HD
3349,コスモス薬品
2033,KOSPIブル
3281,R-GLP
4917,マンダム
1680,上場MSコク
3192,J-白鳩
2453,JBR
3402,東レ
3069,J-アスラポート
2060,フィード・ワン
8257,J-山陽百貨
4684,オービック
7713,J-シグマ光機
7157,M-ライフネット
2760,東エレデバ
2651,ローソン
7260,富士機工
1924,パナホーム
1301,極洋
3073,ダイヤモンドD
9612,ラックランド
9044,南海電鉄
3161,アゼアス
3315,日本コークス
8086,ニプロ
7968,TASAKI
9014,新京成
1593,MXS400
7751,キヤノン
3177,J-ありがとうS
1771,日本乾溜
4530,久光薬
2168,パソナ
9413,テレ東HD
7607,進和
6775,TBグループ
3908,M-コラボス
3168,黒谷
2706,J-ブロッコリー
5631,日製鋼所
3148,クリエイトSDH
9826,JEUGIA
7886,J-ヤマト・インダ
3228,三栄建築
3059,ヒラキ
6196,M-ストライク
3742,M-ITBOOK
8075,神鋼商
1456,大和225ベア
2871,ニチレイ
9818,大丸エナ
7719,東京衡機
4746,東計電算
5805,昭電線HD
9782,J-ディーエムエス
8171,MV中部
1721,コムシスHD
4298,J-プロトコーポ
2176,J-イナリサーチ
4367,広栄化学工業
9101,郵船
7519,J-五洋インテ
3912,M-モバファク
9906,J-藤井産業
1333,マルハニチロ
4463,日華化学
3294,イーグランド
8894,原弘産
3360,シップHD
3387,クリレスHD
4185,JSR
7565,萬世電機
4659,J-エイジス
4752,J-昭和システム
2743,J-ピクセル
6042,ニッキ
4833,J-ぱど
4288,J-アズジェント
7857,J-セキ
6658,J-シライ電子
3347,トラスト
1820,西松建
3032,ゴルフ・ドゥ
6465,ホシザキ
2471,J-エスプール
9872,北恵
7222,日産車体
6482,ユーシン精機
5020,JX
5482,愛知鋼
6756,日立国際
8740,J-フジトミ
1973,NESIC
8519,ポケットC
2477,M-比較
2108,甜菜糖
6497,J-ハマイ
9305,ヤマタネ
2730,エディオン
8940,インテリックス
8818,京阪神ビ
1801,大成建
7514,ヒマラヤ
6486,イーグル工
2304,J-CSSHD
1430,M-ファーストコーポ
5962,浅香工業
3902,MDV
7432,J-ダルトン
8168,ケーヨー
5989,J-エイチワン
1789,J-山加電業
6069,M-Trends
2329,J-東北新社
6771,池上通
8844,J-コスモスイニシア
5217,J-テクノクオーツ
8521,長野銀
8167,リテールパートナーズ
9837,モリト
2654,アスモ
2710,J-CSロジネット
3697,M-SHIFT
7974,任天堂
9861,吉野家HD
8194,ライフコーポ
8387,四国銀
7889,J-桑山
7731,ニコン
2038,原油ブル
2729,JALUX
8930,リビングギャラリー
6330,洋エンジ
7513,コジマ
3741,J-セック
1966,高田工業所
7748,J-ホロン
5946,長府製
4755,楽天
4680,ラウンドワン
7618,PCDEPOT
2726,パルグループHD
9036,J-東部ネット
5809,タツタ線
2705,J-大戸屋HD
2178,M-トライSTG
6066,P-新東京
5943,ノーリツ
7577,J-パスポート
1346,MXS225
4920,J-日本色材
8742,小林洋行
6149,J-小田原エン
5706,三井金
4735,京進
1939,四電工
3951,朝日印刷
8356,十六銀
1385,UBSユーロ圏株50
3766,J-システムズD
9914,J-植松商会
9127,玉井商船
7630,壱番屋
1429,M-日本アクア
2294,J-柿安本店
6752,パナソニック
4678,秀英
7490,日新商
2153,イージェイHD
6786,RVH
4714,リソー教育
1613,電機
8279,ヤオコー
8363,北国銀
4733,OBC
2502,アサヒ
3317,J-フライングG
5922,那須鉄
5301,東海カーボ
4668,明光ネット
3080,J-ジェーソン
2736,J-サダマツ
7279,ハイレックス
3455,R-HCM
6335,東京機
1812,鹿島
7879,ノダ
7870,福島印
6857,アドバンテス
4960,ケミプロ化成
6018,阪神内燃機工業
9074,日石輸
9823,J-マミーマート
8129,東邦HD
9972,アルテック
9471,文渓堂
6064,M-アクトコール
9744,メイテック
6101,ツガミ
6298,ワイエイシイ
3924,ランドコンピュータ
6498,キッツ
9973,J-小僧寿し
3676,HUG
8925,アルデプロ
9517,イーレックス
6334,明治機
7613,シークス
9322,川西倉庫
4102,丸尾カルシウム
9778,J-昴
2768,双日
8013,ナイガイ
9956,バローHD
6480,日トムソン
2300,J-きょくと
4911,資生堂
9687,J-KSK
9904,ベリテ
9995,イーストン
4324,電通
9439,J-MHグループ
6897,ツインバード
7776,J-セルシード
9735,セコム
2139,中広
1677,上場外債
2393,日本ケア
4098,チタン工
7601,ポプラ
8609,岡三
4676,フジHD
5982,マルゼン
3036,アルコニックス
9924,ドミ―
6343,フリージアマク
3839,J-ODK
5802,住友電工
4725,CACHD
1638,ダイワ医薬
9835,ジュンテンド
8589,アプラスF
2004,昭和産
9640,J-セゾン情報
3170,J-アイセイ薬局
7894,丸東産
8127,ヤマトインター
3655,ブレインパッド
7779,M-サイバダイン-議
7975,リヒトラブ
3459,R-サムティレジ
5218,オハラ
1805,飛島建
4689,ヤフー
3323,J-レカム
1588,iS米国小型株
7172,M-JIA
7635,J-杉田エース
3179,シュッピン
6655,洋電機
6820,アイコム
8282,ケーズHD
7460,ヤギ
3021,PCNET
9232,パスコ
5018,MORESCO
3101,東洋紡
3632,グリー
3063,M-jGroup
5942,日フイルコン
7874,レック
6058,ベクトル
6360,東自機
7945,コマニー
4345,シーティーエス
7578,J-ニチリョク
8982,R-TOPリート
5949,ユニプレス
3050,DCM
9992,J-理研グリン
6662,J-ユビテック
2174,GCA
8890,J-レーサム
2369,M-メディビ
3665,M-エニグモ
3909,M-ショーケースTV
4816,J-東映アニメ
6961,エンプラス
3407,旭化成
5395,理コランダ
4972,J-綜研化学
7443,J-横浜魚類
3193,鳥貴族
8793,NECキャピ
3038,神戸物産
3553,共和レザー
5273,三谷セキサン
3418,M-バルニバービ
3687,M-フィックスターズ
4549,栄研化
3156,UKCHD
5021,コスモエネルギーHD
6701,NEC
1554,上場MS世
6272,レオン自機
6030,M-アドベンチャー
2780,コメ兵
2914,JT
9317,オーナミ
4543,テルモ
3266,J-ファンドクリG
6112,小島鉄
7648,トーカン
3649,ファインデックス
4317,J-レイ
4826,CIJ
7918,J-ヴィアHD
3157,J-ジューテックHD
2655,MV東北
2362,J-夢真HD
2374,J-セントケアHD
9979,大庄
8028,ユニー・ファミマ
2795,J-プリメックス
3769,GMOPG
2593,伊藤園
2462,ライク
4401,ADEKA
1577,高配当70
8529,第三銀
9029,ヒガシ21
4344,ソースネクスト
1561,国際VX中先
8130,サンゲツ
8203,MrMax
2226,J-湖池屋
7611,ハイデ日高
4548,生化学
3956,J-国際チャート
9304,渋沢倉
4975,JCU
3103,ユニチカ
3113,Oak
8165,千趣会
2370,M-MDNT
9419,M-ワイヤレスG
4536,参天薬
3832,J-T&CMS
8931,J-和田興産
9086,日立物流
8705,J-岡藤HD
3916,J-DIT
4343,イオンファン
6146,ディスコ
2719,キタムラ
6182,M-ロゼッタ
7749,J-メディキット
6481,THK
3234,R-森ヒルズ
8185,チヨダ
9852,J-CBグループ
3244,サムティ
1419,タマホーム
8806,ダイビル
8163,サトRS
4579,J-ラクオリア創薬
1997,J-暁飯島
7287,日本精機
6079,M-エナリス
7272,ヤマハ発
9055,アルプス物
8018,三共生興
6267,J-ゼネパッカー
1576,E-中国南方アセット
7603,J-マックハウス
5900,J-ダイケン
9433,KDDI
6628,J-オンキヨー
6103,オークマ
3765,ガンホー
6469,J-放電精密
4921,ファンケル
2784,アルフレッサHD
9358,宇徳
5411,JFE
2157,J-コシダカHD
9990,サックスバーHD
5702,大紀アルミ
4704,トレンド
1401,M-エムビーエス
3800,J-ユニリタ
8179,ロイヤルHD
7595,アルゴグラフ
9282,I-いちごグリーン
9602,東宝
5817,JMACS
4301,アミューズ
6911,新日無
6210,東洋機械
3202,大東紡
6396,宇野沢鉄
5357,ヨータイ
7472,J-鳥羽洋行
1321,225投信
7314,J-小田原機
6586,マキタ
5103,昭和HD
1418,J-インターライフ
3066,JBイレブン
8287,MV西日本
2926,篠崎屋
8886,J-ウッドフレンス
8362,福井銀
8060,キヤノンMJ
3658,イーブック
4998,フマキラー
4992,北興化
9072,ニッコンHD
2664,カワチ薬品
4242,J-タカギセイコー
4046,大阪ソーダ
4829,日本エンタープライズ
9946,ミニストップ
3654,ヒトコム
7777,J-3Dマトリックス
7869,J-日本フォーム
5932,三協立山
3022,山下医
2379,ディップ
1921,巴
2687,CVSベイ
4362,日本精化
7485,岡谷鋼機
7239,タチエス
1683,E-みずほETF
7451,三菱食品
7554,幸楽苑HD
5017,富士石油
6145,J-日特エンジ
3181,J-買取王国
2170,LINK&M
2789,J-カルラ
2292,S FOODS
3333,あさひ
9927,J-ワットマン
6518,J-三相電機
1362,iS新興国債券
4282,EPS
4527,ロート薬
1911,住友林
3153,八洲電機
4801,セントラルSP
8540,福岡中銀
4929,アジュバン
6925,ウシオ電
6403,J-水道機工
5445,東京鉄
2656,J-ベクター
4229,群栄化
4763,J-C&R社
1547,上場米国
9376,J-ユーラシア
2659,サンエー
4327,J-日本SHL
3371,ソフトクリエHD
3344,J-ワンダーCo.
4928,ノエビアHD
9085,中央バス
3646,M-駅探
5973,トーアミ
2122,M-Iスペース
3134,M-Hamee
9536,西部瓦斯
9077,名鉄運
3011,バナーズ
7201,日産自
9993,ヤマザワ
1586,上場TPX除く金融
4673,J-川崎地質
7604,梅の花
6964,サンコー
8273,イズミ
7829,M-サマンサJP
1585,ダイワEX-F
7718,スター精密
7247,ミクニ
9399,新華
3139,ラクト・ジャパン
7453,良品計画
8614,東洋証
5969,ロブテックス
3380,春うらら
9414,BS11
7415,J-新星堂
4745,東京個別
3453,R-ケネディクス商業
3116,トヨタ紡織
1637,ダイワ素材
4272,日化薬
6256,J-ニューフレア
3382,7&iHD
2669,J-カネ美食品
8324,第四銀
5310,東洋炭素
7148,FPG
7312,タカタ
3399,J-山岡家
2164,J-地域新聞社
9233,アジア航測
7506,ハウスローゼ
9045,京阪HD
5283,J-高見澤
1712,ダイセキS
4847,J-インテリW
7725,インターアク
8174,日瓦斯
9900,サガミチェーン
2817,J-ギャバン
3850,M-NTTDIM
7445,ライトオン
9367,J-大東港運
3030,J-ハブ
5610,大和重
3282,R-コンフォリア
2044,米国配当貴族ETN
2395,新日科学
5757,CKサンエツ
3250,ADワークス
3222,U.S.M.H
6044,J-三機サービス
8332,横浜銀
5815,沖電線
9765,オオバ
2480,J-シスロケ
6458,新晃工業
4918,J-アイビー
1807,J-佐藤渡辺
9417,J-スマートバリュー
2722,J-アイケイ
3848,J-データアプリ
3097,物語コーポ
8289,OlympicG
5015,BPカストロール
2424,M-ブラス
2193,COOKPAD
9007,小田急
6823,リオン
3201,ニッケ
3278,R-ケネディレジ
5471,大同特鋼
3549,クスリのアオキHD
9743,丹青社
3167,TOKAI HD
3815,M-メディア
1349,E-SSGA-SIN
3160,大光
4719,アルファ
7752,リコー
4503,アステラス薬
3953,J-大村紙業
6809,TOA
6050,M-EG
5907,JFEコンテイナ
7261,マツダ
3674,M-オークファン
3165,J-フーマイエレ
6639,コンテック
6859,エスペック
4326,インテージHD
9812,J-テーオー
7995,日バルカー
6788,日本トリム
3906,M-ALBERT
3680,M-ホットリンク
3197,すかいらーく
3791,J-IGポート
1798,J-守谷商会
6539,M-MS-Japan
1313,KODEX200
6089,ウィルグループ
5911,横河ブHD
8955,R-Jプライム
1814,大末建
8278,フジ
7730,マニー
3196,ホットランド
8020,兼松
3917,M-アイリッジ
6963,ローム
6594,日本電産
2762,三光MF
2266,六甲バター
1739,J-SEEDH
2685,アダストリア
5451,淀川鋼
2487,J-CDG
6476,J-富士テクニカ宮津
1327,EASY商品
4824,M-メディアS
1723,J-日本電技
5453,洋鋼鈑
1938,日リーテック
6295,富士変速
9936,王将フード
3824,Q-メディア5
6930,J-日本アンテナ
6299,神鋼環境
8897,タカラレーベン
2801,キッコマン
2459,M-アウン
7214,GMB
6047,M-Gunosy
2303,J-ドーン
3169,ミサワ
7459,メディパル
4346,NEXYZ.
3205,ダイドー
3528,プロスペクト
1379,ホクト
2436,J-共同PR
8016,オンワードHD
8972,R-ケネディオフィス
3441,J-山王
7841,J-遠藤製作
4369,J-トリケミカル
9418,U-NEXT
7215,ファルテック
1555,上場Aリート
7555,J-大田花き
4728,トーセ
3178,チムニー
8710,Citi
3341,日本調剤
3501,住江織物
7946,光陽社
6097,日本ビューホテル
1345,上場Jリート
3440,Q-日創プ
8141,新光商
6635,J-大日光
1847,イチケン
5444,大和工
8029,ルック
9110,ユナイテド海
6723,ルネサス
8560,宮崎太銀
7619,田中商事
4792,J-山田コンサル
6147,J-ヤマザキ
1376,カネコ種苗
4694,BML
6920,レーザーテック
9206,SFJ
2876,J-JCコムサ
8421,Y-信中金
3610,P-はかた匠工芸
3457,M-ハウスドゥ
5463,丸一鋼管
6323,J-ローツェ
9816,J-ストライダーズ
4761,さくらKCS
7741,HOYA
4575,M-CANBAS
4834,キャリアバンク
9892,J-卑弥呼
8002,丸紅
6860,パナSUNX
7203,トヨタ自
9959,アシードHD
6537,M-WASHハウス
1562,YMアジ日
2802,味の素
3645,M-JMNC
9978,J-文教堂HD
4651,サニックス
2406,J-アルテHD
9986,蔵王産業
2021,i商品
3927,M-アークン
9903,J-カンセキ
9099,C&FロジHD
8933,NTT都市
3636,三菱総研
6061,J-ユニバ園芸
7872,As-meエステール
7013,IHI
4912,ライオン
1671,WTI原油ETF
8131,ミツウロコGHD
9846,天満屋ス
9977,J-アオキスーパー
6777,J-SANTEC
7189,西日本FH
8732,マネパG
7768,ジェコー
4593,M-ヘリオス
3045,カワサキ
2341,J-アルバイトタイ
3903,gumi
9647,J-協和コンサル
6479,ミネベアミツミ
6645,オムロン
1473,DIAM・トピックス
8219,青山商
9171,栗林船
1572,H株レバレッジダブル
8182,いなげや
8566,リコーリース
4361,川口化
2670,ABCマート
5216,J-倉元
3840,M-PATH
2652,まんだらけ
2806,ユタカフーズ
2681,ゲオHD
4461,第一工業
2769,J-ヴィレッジV
6448,ブラザー
4320,CEHD
3926,M-オープンドア
9934,因幡電産
2398,ツクイ
9024,西武ホールディングス
4284,ソルクシーズ
2136,J-ヒップ
1949,住友電設
7509,J-アイエーG
7605,J-フジコーポ
3046,JIN
6183,ベル24HD
2317,システナ
1896,大林道
9675,常磐興
7122,近畿車輌
8158,ソーダニッカ
3691,M-リアルワールド
6474,不二越
7987,ナカバヤシ
7231,トピー工
9179,川崎近船
9661,歌舞伎
4235,J-第一化成
5199,J-不二ラテ
7758,セコニックHD
3788,GMOクラウド
7849,J-スターツ出版
1326,SPDRゴール
4576,J-DWTI
1716,J-第一カッター
3398,クスリのアオキ
2215,第一パン
6615,UMCエレ
5356,美濃窯
5108,ブリヂス
2538,JFLA
3580,小松精練
7181,かんぽ生命保険
2676,高千穂交
6271,ニッセイ
6306,日工
3043,J-モジュレ
4563,M-アンジェス
4750,ダイサン
7505,扶桑電通
4625,J-アトミクス
6632,JVCKW
8381,山陰合銀
3328,M-BEENOS
7745,A&D
1959,九電工
6977,日抵抗器
6345,アイチ
7744,ノーリツ鋼機
9709,NCS&A
5341,アサヒ衛陶
7170,P-中央グループ
7643,J-ダイイチ
6355,住友精密
6676,メルコ
5284,J-ヤマウ
8386,百十四銀
6005,三浦工
1994,J-高橋ウォール
2003,日東富士
8061,西華産
3390,J-USシステムズ
4967,小林製薬
6849,日本光電
3693,P-イーカムトゥルー
4117,川崎化
4956,コニシ
8945,M-社宅S
2831,はごろも
3325,M-ケンコーコム
5201,旭硝子
1728,J-ミサワ中国
1386,UBS欧州株
6952,カシオ計
1460,MXS Jクオ
9026,メディアサポート
2761,J-トシンG
3921,M-ネオジャパン
1365,大和225ダブル
3967,M-エルテス
4901,富士フイルム
2693,J-YKT
9638,J-情報技術
4321,ケネディクス
9625,J-セレスポ
3376,オンリー
9058,トランコム
3284,フージャース
8143,ラピーヌ
4206,アイカ工
3004,神栄
1931,日本電通
2035,日経VI
4507,塩野義薬
9380,東海運
9722,藤田観
3353,J-メディ一光
7813,M-プラッツ
6891,J-イーター電機
6965,浜松ホトニク
3431,宮地エンジ
6806,ヒロセ電
9747,アサツーDK
6048,M-デザインワン
7502,J-プラザクリエ
7936,アシックス
9876,J-コックス
3803,J-イメージ情
1457,大和TPXベア
3760,J-ケイブ
2540,養命酒
9941,J-太洋物産
7902,J-ソノコム
7211,三菱自
2309,シミックHD
7835,J-ウィズ
3223,J-エスエルディー
2224,J-コモ
2754,J-東葛HD
1466,大和J400ダブベア
5476,高周波
7771,J-日本精密
1368,大和TPXダブルベア
3377,バイク王
6754,アンリツ
8037,カメイ
6656,M-INSPEC
3300,M-AMBITION
9716,乃村工芸
6958,CMK
4923,COTA
8692,だいこう
9142,JR九州
3593,ホギメディ
7450,J-サンデー
4690,J-日パレット
6993,AGCap
8648,BAC
7714,モリテックス
9696,J-ウィザス
4767,TOW
4592,M-サンバイオ
2792,ハニーズ
6142,富士精工
9731,白洋舎
2818,ピエトロ
2750,J-石光商事
1552,VIX短期先物
2798,Y’s
9898,J-サハダイヤ
6929,日セラミック
4286,レッグス
2735,ワッツ
3667,enish
2753,あみやき
7891,J-日本ユピカ
7590,J-タカショー
1964,中外炉
6036,M-KeePer技研
1305,ETF・TPX
1596,NZAM Ex―F
1479,大和MSCI人材設備
2733,あらた
1582,iSエマージング株
8304,あおぞら
3777,J-ジオネクスト
5008,東亜石
9792,ニチイ学館
3966,M-ユーザベース
1573,H株インバース
8951,R-ビルF
8155,三益半導
7219,J-HKS
8905,イオンモール
5101,浜ゴム
2331,ALSOK
4042,東ソー
6264,M-マルマエ
8903,J-サンウッド
4027,テイカ
3374,J-内外テック
2228,J-シベール
9644,J-タナベ経営
8154,加賀電子
1432,P-動力
7585,J-かんなん
6143,ソディック
4842,J-USEN
8008,4°C HD
4041,日曹達
8201,さが美
7175,J-今村証券
2006,東福粉
4766,ピーエイ
1581,iS先進国株
8095,イワキ
1914,日基礎
2678,アスクル
9281,I-タカラインフラF
6046,M-リンクバル
1591,JPX日経400
1698,上場配当
8151,東陽テクニカ
7544,スリーエフ
1308,E-日興アセット
1476,iSJリート
3295,R-ヒューリックRE
6093,J-エスクローAJ
6638,Mimaki
3451,R-トーセイ・リート
6413,理想科学
2607,不二製油G
9003,相鉄HD
1567,MXSリスク5
2927,J-AFC-HD
9302,三井倉HD
6988,日東電
9663,ナガワ
6039,M-日本動物高度医療
6762,TDK
1982,日比谷設
8078,阪和興
6974,日インター
9717,ジャステック
1736,J-オーテック
4203,住友ベーク
3436,SUMCO
3227,R-MidCity
2662,ダイユーエイト
2594,キーコーヒー
5142,アキレス
3437,J-特殊電極
6371,椿本チエイン
8545,関西ア銀
2336,富士テクノソリュー
8630,SOMPOHD
4955,アグロカネショウ
4109,ステラケミファ
3802,A-エコミック
2031,N-野村のNOTES
6096,M-レアジョブ
7979,松風
9651,J-日プロ
9028,ゼロ
8952,R-ジャパン
9313,丸八倉
9691,J-両毛システム
3269,R-ADR
3462,R-NMF
5909,コロナ
6951,日電子
2449,J-プラップJ
9996,J-サトー商会
8237,松屋
6489,前沢工
4208,宇部興
6654,不二電機工業
1550,MXS外株
3526,芦森工
9767,日建工学
6516,山洋電気
3198,SFPダイニング
2221,J-岩塚製菓
4965,J-曽田香料
7840,フラベッドH
6718,アイホン
7504,高速
1595,NZAM Jリート
3067,東京一番フーズ
6837,J-京写
2809,キユーピー
2698,キャンドゥ
9635,武蔵野興
8802,三菱地所
9310,トランスシティ
6848,東亜ディーケーケー
6747,KIHD
3151,バイタルKSK
5698,エンビプロHD
7433,伯東
8218,コメリ
2464,M-BBT
8604,野村
9976,J-セキチュー
8944,ランビジネス
8771,Eギャランティ
9035,第一交通
2752,J-フジオフード
4586,M-メドレック
8045,J-横浜丸魚
4974,M-タカラBIO
8350,みち銀
6966,三井ハイテク
8929,青山財産
7176,P-シンプレクスFH
7994,岡村製
8586,日立キャピ
7487,小津産業
8887,J-リベレステ
3358,J-ワイエスフード
2488,J-日本サード
8104,クワザワ
4662,フォーカスシステムズ
4612,日ペイントHD
7399,J-ナンシン
2408,J-KG情報
9736,J-白青舎
7971,東リ
4465,ニイタカ
2172,A-インサイト
6506,安川電
3251,M-PMO
8140,リョーサン
1574,MXSリスク10
2400,J-Sケアメッセージ
6640,第一精工
8233,高島屋
7899,J-MICS化学
1929,日特建
3900,M-クラウドワークス
3105,日清紡HD
8068,菱洋エレク
3822,Minori
2590,DyDo
6496,中北製作所
4720,J-城南進研
1724,J-シンクレイヤ
3608,TSI HD
9983,ファーストリテ
1681,上場MSエマ
6289,技研製作所
6727,ワコム
7865,J-ピープル
4333,東邦システム
8954,R-オリックスF
7463,アドヴァン
8039,築地魚
7950,デコラックス
8368,百五銀
9909,J-愛光電気
7649,スギHD
6664,J-オプトエレクト
9365,トレーディア
8841,テーオーシー
9377,J-エージーピー
8709,J-インヴァスト証券
1610,ETF・電機
1366,大和225ダブルベア
8043,スターゼン
4538,扶桑薬
8783,J-GFA
2131,アコーディア
8613,丸三証
2805,エスビー食
6674,GSユアサ
8964,R-フロンティア
6255,M-NPC
4732,USS
2372,アイロムG
9885,シャルレ
8198,MV東海
2185,J-シイエム・シイ
8682,MSアジア
3901,J-マークラインズ
4621,ロックペイント
8338,筑波銀行
1433,M-ベステラ
2668,タビオ
4043,トクヤマ
7846,パイロット
1431,Q-エスケーホーム
8186,J-大塚家具
3878,巴川紙
6935,日デジタル
2904,一正蒲鉾
8085,ナラサキ
8291,日産東HD
2788,アップル
2613,Jオイル
7483,ドウシシャ
3940,J-ノムラシステム
8398,筑邦銀
6753,シャープ
8097,三愛石
2901,J-石垣食品
5234,デイシイ
1783,J-アジアゲートHD
8961,R-森トラスト
4611,大日塗料
5950,日本パワーファス
1329,iS225
3692,M-FFRI
7925,前沢化成
8349,東北銀
7177,J-GMOクリック
4653,ダイオーズ
9445,Fテレコム
9680,共成レンテム
2776,J-クリムゾン
4832,JFE-SI
6997,日ケミコン
4875,J-メディシノバ
7452,J-マツヤ
2442,アイ・ラーニング
7853,フード・プラネット
3175,APカンパニー
3521,エコナックHD
6307,サンセイ
2429,J-ワールドHD
1583,iSフロンティア株
3946,トーモク
8031,三井物産
4705,J-クリップ
7227,アスカ
4368,扶桑化学
8053,住友商
3058,J-三洋堂HD
7847,J-グラファイトD
6768,タムラ製
6198,M-キャリア
8686,AFL
8309,三住トラスト
7167,足利ホールディングス
4650,J-SDエンター
5195,バンドー化
6331,菱化工機
7640,トップカルチャ
8934,サンフロンティア
8359,八十二銀
3851,J-日本一S
7916,光村印
2023,iメタル
7701,島津製
1776,三住道路
2894,石井食
8202,ラオックス
1641,ダイワ機械
3863,日本紙
9603,H.I.S.
9888,J-UEX
3199,綿半ホールディングス
